id,admin_id,lat,lon,name,provider,is_private,provider_is_private,geo_checked
679958,COL.2.13_1_gadm36,5.7195689,-75.0846856,La Reina,OSM,f,f,t
683492,COL.18.6_1_gadm36,11.4254638,-72.8953923,Escuela el mojan,OSM,f,f,t
680306,COL.7.21_1_gadm36,5.4687856,-74.9561327,Media Cuesta,OSM,f,f,t
680321,COL.29.31_1_gadm36,3.3220583,-75.6543761,Esc. El Jazmin,OSM,f,f,t
680338,COL.29.28_1_gadm36,3.4880178,-75.1063168,Esc. Mercadillo El Progreso,OSM,f,f,t
680049,COL.2.42_1_gadm36,7.5959961,-74.7569996,Esc. Luis Cano,OSM,f,f,t
680057,COL.2.73_1_gadm36,7.8789228,-74.894234,Esc. Quebrada Ciénaga Alta,OSM,f,f,t
680058,COL.2.73_1_gadm36,7.9700939,-74.887473,Esc. Concepcion,OSM,f,f,t
680061,COL.2.42_1_gadm36,8.0184537,-74.7876192,Esc. La Esperanza,OSM,f,f,t
680062,COL.2.42_1_gadm36,8.0182137,-74.7877392,Esc. La Esperanza,OSM,f,f,t
680063,COL.2.42_1_gadm36,8.0333333,-74.7088564,Esc. Trinidad Abajo,OSM,f,f,t
680065,COL.2.42_1_gadm36,8.0334233,-74.7090664,Esc. Trinidad Abajo,OSM,f,f,t
680066,COL.2.42_1_gadm36,8.0634537,-74.7138464,Esc. Islas Verdes,OSM,f,f,t
680067,COL.2.42_1_gadm36,8.0487233,-74.6944658,Esc. Platanal,OSM,f,f,t
680096,COL.2.93_1_gadm36,8.6159769,-76.5353746,Esc. El Arquillo,OSM,f,f,t
680105,COL.2.74_1_gadm36,8.718019,-76.5987059,Esc. Vijagual,OSM,f,f,t
680113,COL.2.12_1_gadm36,8.7676789,-76.4922417,Esc. El Bongo,OSM,f,f,t
680170,COL.5.30_1_gadm36,7.7800646,-74.0346661,Esc. Tamacondo,OSM,f,f,t
680175,COL.5.30_1_gadm36,7.7366035,-73.9508837,Esc. Animas Altas,OSM,f,f,t
680519,COL.10.29_1_gadm36,1.9671693,-76.7147266,Esc. Monteredondo,OSM,f,f,t
681005,COL.18.2_1_gadm36,10.5992891,-72.8624107,Esc. Barriales,OSM,f,f,t
681083,COL.21.18_1_gadm36,1.3498446,-77.0202285,Esc. Paramo Bajo,OSM,f,f,t
681097,COL.21.18_1_gadm36,1.4418021,-77.1018957,Esc. Viña,OSM,f,f,t
681113,COL.21.1_1_gadm36,1.5270362,-77.0934708,Esc. Martin,OSM,f,f,t
681129,COL.21.51_1_gadm36,1.6391674,-77.2629367,Esc. Charguayaco,OSM,f,f,t
681191,COL.22.30_1_gadm36,8.4091552,-73.2386649,Esc. Burgama,OSM,f,f,t
681264,COL.22.37_1_gadm36,8.5337585,-72.9504783,Esc. Buenos Aires,OSM,f,f,t
680631,COL.12.20_1_gadm36,5.2977227,-76.5808597,Esc. Ibordo,OSM,f,f,t
680693,COL.13.25_1_gadm36,7.9802647,-76.1907278,Esc. Chibogado Alto,OSM,f,f,t
680801,COL.6.25_1_gadm36,5.4366436,-74.1048308,Esc. El Triunfo,OSM,f,f,t
680872,COL.17.27_1_gadm36,2.0040885,-76.1657173,Esc. Alto Medianias,OSM,f,f,t
680949,COL.17.18_1_gadm36,2.6010625,-75.7885728,Esc. Las Mercedes,OSM,f,f,t
681355,COL.23.2_1_gadm36,0.6532088,-76.7999414,Esc. El Treinta Y Cinco,OSM,f,f,t
680137,COL.5.6_1_gadm36,7.318262,-73.9428445,Esc. Patico Bajo,OSM,f,f,t
680140,COL.5.30_1_gadm36,7.5281815,-74.000957,Esc. Bajo Taracue,OSM,f,f,t
680148,COL.5.30_1_gadm36,7.6939327,-73.9158529,Esc. Mata Bambu,OSM,f,f,t
680155,COL.5.29_1_gadm36,7.892248,-74.2787533,Esc. La Libertad,OSM,f,f,t
680162,COL.5.29_1_gadm36,7.9638283,-74.2131605,Esc. San Alberto,OSM,f,f,t
680169,COL.5.29_1_gadm36,8.0228187,-74.1813489,Esc. San Cristobal,OSM,f,f,t
682362,COL.21.50_1_gadm36,1.1401688,-77.2397006,,OSM,f,f,t
682376,COL.28.9_1_gadm36,9.3792448,-75.2661841,Hogar Comunitario Brisas del Campo,OSM,f,f,t
682379,COL.28.9_1_gadm36,9.3807978,-75.263526,Hogar de Bienestar,OSM,f,f,t
682380,COL.28.9_1_gadm36,9.3829449,-75.2697443,Hogar de Bienestar,OSM,f,f,t
682389,COL.14.79_1_gadm36,4.6947836,-74.0563394,ECOTET - Escuela Colombiana de Hoteleria y Turismo,OSM,f,f,t
682397,COL.10.23_1_gadm36,2.1196279,-76.9814082,Segismundo Zapata Rios,OSM,f,f,t
682413,COL.10.33_1_gadm36,2.3509946,-76.674555,Jardín Infantil,OSM,f,f,t
682428,COL.30.26_1_gadm36,3.574172,-76.4948653,Institución Edicativa mayor de Yumbo,OSM,f,f,t
682436,COL.30.26_1_gadm36,3.5855766,-76.4900746,Colegio Bautista,OSM,f,f,t
682437,COL.24.3_1_gadm36,4.4672227,-75.645438,Escuela La Paloma,OSM,f,f,t
682445,COL.2.88_1_gadm36,6.8945997,-75.7270132,San Julián,OSM,f,f,t
682446,COL.2.92_1_gadm36,6.8599947,-75.72782,Las Aguilas,OSM,f,f,t
682447,COL.2.92_1_gadm36,6.884809,-75.6636959,Cruces,OSM,f,f,t
682461,COL.2.88_1_gadm36,6.9318825,-75.6482554,El Roble.,OSM,f,f,t
682463,COL.2.111_1_gadm36,6.9335944,-75.7211042,Bioguí.,OSM,f,f,t
682477,COL.28.21_1_gadm36,9.2950734,-75.3799599,CENTRO EDUCATIVO MIS PRIMERAS LETRAS,OSM,f,f,t
682552,COL.6.122_1_gadm36,5.4343047,-73.3242555,El Rosal,OSM,f,f,t
682558,COL.5.7_1_gadm36,10.4911221,-75.477294,,OSM,f,f,t
682566,COL.14.22_1_gadm36,4.8147296,-74.1036782,Gimnasio Fuentes del Rio,OSM,f,f,t
682573,COL.2.58_1_gadm36,6.1628667,-75.6365983,Colegio Divino Salvador,OSM,f,f,t
682648,COL.10.7_1_gadm36,2.7971902,-76.4844831,Susana,OSM,f,f,t
682651,COL.10.2_1_gadm36,2.3590001,-77.2475855,La Delgadita,OSM,f,f,t
683247,COL.29.12_1_gadm36,3.8379539,-75.1748765,SEDE EDU. DOYARE ESMERALDA - COYAIMA,OSM,f,f,t
683257,COL.2.41_1_gadm36,6.3264451,-75.7649608,Institución Educativa Urbana San José,OSM,f,f,t
683264,COL.14.8_1_gadm36,4.7873877,-74.5533721,IED agropecuario la sierra,OSM,f,f,t
682304,COL.14.79_1_gadm36,4.6585329,-74.0624785,Colegio Gimnasio Americano,OSM,f,f,t
682318,COL.10.13_1_gadm36,2.5534694,-76.0515779,Escuela San Francisco,OSM,f,f,t
682319,COL.14.79_1_gadm36,4.659678,-74.0780159,Universidad Distrital,OSM,f,f,t
682348,COL.30.32_1_gadm36,3.415178,-76.5149676,Villa del Sur,OSM,f,f,t
682354,COL.6.51_1_gadm36,5.5313689,-74.1001002,Escuela Dptl Mixto San Marcos,OSM,f,f,t
682787,COL.18.5_1_gadm36,11.5465747,-72.9096659,FIDELIA NARÖA NAVAS,OSM,f,f,t
682793,COL.8.15_1_gadm36,0.8723167,-75.6189397,Institución Educativa Internando Escolar Rural Sólita Sede Primaria,OSM,f,f,t
682797,COL.8.13_1_gadm36,1.3333853,-74.8398204,Institucion Educativa EL chaira Jose Maria Cordoba,OSM,f,f,t
682807,COL.5.7_1_gadm36,10.4085555,-75.4649816,CDA,OSM,f,f,t
682814,COL.7.25_1_gadm36,5.1056227,-75.9433314,sagrada familia,OSM,f,f,t
682821,COL.25.3_1_gadm36,5.2032823,-75.8692309,Juanchitos,OSM,f,f,t
682827,COL.10.31_1_gadm36,3.0067463,-76.4818168,Limbania Velasco,OSM,f,f,t
682837,COL.10.16_1_gadm36,2.0025625,-76.7804298,Hogar ICBF,OSM,f,f,t
682847,COL.17.2_1_gadm36,2.2535568,-75.7699308,Escuela el Rosario,OSM,f,f,t
682848,COL.17.2_1_gadm36,2.2602035,-75.7729348,Escuela Rojas Garrido,OSM,f,f,t
682849,COL.14.79_1_gadm36,4.6640558,-74.0559829,Teaching and Tutoring College de Colombia,OSM,f,f,t
682858,COL.10.16_1_gadm36,2.0774614,-76.8696861,,OSM,f,f,t
682863,COL.17.6_1_gadm36,3.1473622,-75.0567075,escuela Romulo Borrero,OSM,f,f,t
682871,COL.17.20_1_gadm36,2.0009707,-76.0528001,Institución Educativa M.P.B. Sede San Rafael,OSM,f,f,t
682878,COL.18.5_1_gadm36,11.5446934,-72.9161267,LICEO PADILLA,OSM,f,f,t
682901,COL.14.79_1_gadm36,4.5971275,-74.1270817,Jardin Integral,OSM,f,f,t
682907,COL.27.70_1_gadm36,6.5591217,-73.1269475,Colegio Santa Cruz de la Nueva Baeza,OSM,f,f,t
682915,COL.27.70_1_gadm36,6.5553331,-73.1454689,Colegio San Carlos,OSM,f,f,t
683286,COL.2.46_1_gadm36,6.1521098,-75.5774082,Institución Educativa El Salado,OSM,f,f,t
683287,COL.29.6_1_gadm36,3.4583888,-75.5345844,SEDE EDU. MESA DE PELE - ATACO,OSM,f,f,t
683288,COL.29.6_1_gadm36,3.3974649,-75.6039195,SEDE EDU. SANTIAGO PEREZ - ATACO,OSM,f,f,t
683291,COL.22.32_1_gadm36,7.9058821,-72.4709356,Colegio Simon Bolivar,OSM,f,f,t
683294,COL.14.79_1_gadm36,4.5774907,-74.1513213,LICEO LA CORUÑA,OSM,f,f,t
683295,COL.29.14_1_gadm36,3.4776998,-74.8576003,Escuela el carmen,OSM,f,f,t
683296,COL.30.15_1_gadm36,3.6587711,-76.2455383,Institución educativa santa elena,OSM,f,f,t
683303,COL.2.67_1_gadm36,6.1745201,-75.3368771,Simona Duque,OSM,f,f,t
683306,COL.29.12_1_gadm36,3.6142536,-75.2966695,Escuela Guadualito,OSM,f,f,t
683307,COL.20.22_1_gadm36,4.1482602,-73.6049938,Institución Educativa Narciso José Matus Torres - Sede Manantial,OSM,f,f,t
683310,COL.26.3_1_gadm36,12.5769593,-81.7047444,Sagrada Familia,OSM,f,f,t
683395,COL.6.31_1_gadm36,5.8134727,-73.0265291,INSTITUTO PEDAGOGICO ARTISTICO TUNDAMA,OSM,f,f,t
683412,COL.30.32_1_gadm36,3.4104311,-76.4979757,Colegio Señor de los Milagros,OSM,f,f,t
682779,COL.14.47_1_gadm36,4.7487752,-74.0229141,COLEGIO DISTRITAL FRIEDRICH NAUMMAN SEDE A,OSM,f,f,t
682780,COL.14.79_1_gadm36,4.6114058,-74.1301936,mi patria,OSM,f,f,t
682782,COL.14.79_1_gadm36,4.6285466,-74.1778712,,OSM,f,f,t
683012,COL.2.89_1_gadm36,6.1040498,-74.9509508,Esc. San Miguel Parte Baja,OSM,f,f,t
683015,COL.2.94_1_gadm36,6.0790247,-74.9980638,Esc. Sopetrán,OSM,f,f,t
683023,COL.30.26_1_gadm36,3.5260284,-76.2907632,Colegio Camilo Torres,OSM,f,f,t
683024,COL.30.26_1_gadm36,3.5257176,-76.2884902,Colegio Villa de las Palmas,OSM,f,f,t
683031,COL.30.26_1_gadm36,3.458958,-76.4799749,Colegio Santa Isabel de Hungría - Alfonso López,OSM,f,f,t
683032,COL.30.10_1_gadm36,3.4136978,-76.4670432,Colegio Santa Isabel de Hungría - Calimio Desepaz,OSM,f,f,t
683034,COL.2.106_1_gadm36,6.5139023,-75.7542773,Centro Educativo Rural La Miranda,OSM,f,f,t
683037,COL.2.27_1_gadm36,6.7914639,-76.030487,Esc. El Roble,OSM,f,f,t
683038,COL.27.60_1_gadm36,6.3885209,-73.17725,,OSM,f,f,t
683039,COL.30.32_1_gadm36,3.4179817,-76.5186982,Colegio Boyacá sede La Independencia,OSM,f,f,t
683041,COL.30.11_1_gadm36,4.7589293,-75.9003514,Centro Educativo Enrique Millan Rubio,OSM,f,f,t
683042,COL.20.28_1_gadm36,4.1613722,-73.6492253,PEQUEÑOS.SABIOS,OSM,f,f,t
683046,COL.11.24_1_gadm36,10.4735083,-73.2488254,Colegio Nacional Loperena,OSM,f,f,t
683047,COL.30.32_1_gadm36,3.4516857,-76.5099094,Colegio Mayor Santiago de Cali - Troncal,OSM,f,f,t
683048,COL.30.26_1_gadm36,3.459132,-76.4798646,Colegio SIH sede Alfonso López,OSM,f,f,t
683049,COL.30.10_1_gadm36,3.4152161,-76.4770864,Colegio Parroquial San Francisco Javier Orquídeas,OSM,f,f,t
683050,COL.30.10_1_gadm36,3.4143306,-76.4680268,Colegio SIH Calimio Desepaz,OSM,f,f,t
683052,COL.30.10_1_gadm36,3.4309513,-76.4700753,Colegio Compartir,OSM,f,f,t
683055,COL.2.114_1_gadm36,6.0790763,-76.1630936,escuela llano grande,OSM,f,f,t
683057,COL.2.55_1_gadm36,6.2326779,-75.1575273,Nuestra señora del pilar (sección secundaria),OSM,f,f,t
683059,COL.19.3_1_gadm36,10.2569254,-74.83421,Agrupado,OSM,f,f,t
683060,COL.27.11_1_gadm36,7.3237361,-73.0157739,Colegio las mercedes,OSM,f,f,t
683063,COL.27.70_1_gadm36,6.5565785,-73.1353043,Colegio El Rosario,OSM,f,f,t
683065,COL.27.85_1_gadm36,7.3476318,-72.9469533,Colegio Integrado San Antonio,OSM,f,f,t
683067,COL.2.68_1_gadm36,6.2697174,-75.5434162,Institución Educativa Ramón Múnera Lopera,OSM,f,f,t
683070,COL.2.112_1_gadm36,7.934106,-76.7125685,Líderes,OSM,f,f,t
682615,COL.14.79_1_gadm36,4.6318555,-74.0679568,Escuela Automovilistica,OSM,f,f,t
682618,COL.22.37_1_gadm36,8.6368158,-72.7330414,Pueblo Nuevo,OSM,f,f,t
682620,COL.14.79_1_gadm36,4.6133883,-74.1113429,Bienestar famniliar,OSM,f,f,t
682621,COL.14.79_1_gadm36,4.674577,-74.0969891,Caritas Felices,OSM,f,f,t
683074,COL.2.97_1_gadm36,6.348442,-75.0659294,Esc. La Inmaculada,OSM,f,f,t
683076,COL.2.68_1_gadm36,6.2826053,-75.572969,Institución Educativa Dinamarca,OSM,f,f,t
683077,COL.2.68_1_gadm36,6.2868738,-75.5750424,Institución Educativa María Montessori,OSM,f,f,t
683078,COL.21.50_1_gadm36,1.1998603,-77.2793967,IEM Libertad,OSM,f,f,t
683079,COL.28.21_1_gadm36,9.2940117,-75.3765804,Centro educativo san jose,OSM,f,f,t
683080,COL.22.32_1_gadm36,7.913927,-72.5297097,Colegio  Tucunare,OSM,f,f,t
683082,COL.2.32_1_gadm36,7.9984372,-75.1999378,Institución Educativa Santo Domingo,OSM,f,f,t
683086,COL.2.53_1_gadm36,6.8147676,-75.2384584,Hogar Infantil Pequeños Gigantes,OSM,f,f,t
683090,COL.2.75_1_gadm36,6.6271268,-75.8123468,Institución Educativa Olaya primaria,OSM,f,f,t
683093,COL.29.14_1_gadm36,3.5409332,-74.8968698,ESCUELA GABRIELA MISTRAL,OSM,f,f,t
683094,COL.29.14_1_gadm36,3.5397712,-74.8956625,ESCUELA LUIS LOPEZ DE MESA,OSM,f,f,t
683095,COL.29.14_1_gadm36,3.5408203,-74.8970102,INSTITUCION EDUCATIVA INSANTOS,OSM,f,f,t
683757,COL.18.3_1_gadm36,10.8096881,-72.8997132,Centro Educativo La Duda,OSM,f,f,t
683758,COL.18.3_1_gadm36,10.7875776,-72.8833026,Escuela Rural De Stio Nuevo,OSM,f,f,t
683759,COL.18.3_1_gadm36,10.8846945,-72.855226,Institucion Educativa Vicente Roig Villalba,OSM,f,f,t
683762,COL.18.1_1_gadm36,10.8890531,-72.8529512,Sede Educativa Rafael Calixto Manjarres valle,OSM,f,f,t
683235,COL.29.12_1_gadm36,3.6919736,-75.020967,INST. EDU. JUAN LOZANO SÁNCHEZ - COYAIMA,OSM,f,f,t
682709,COL.30.17_1_gadm36,3.2576871,-76.2285891,Leopoldo Pizarro,OSM,f,f,t
682710,COL.30.17_1_gadm36,3.2679817,-76.2221381,Loceri,OSM,f,f,t
682721,COL.10.30_1_gadm36,1.136163,-76.2280864,,OSM,f,f,t
683467,COL.18.6_1_gadm36,11.0613632,-73.0513277,Escuela puerto colombia,OSM,f,f,t
683475,COL.18.6_1_gadm36,11.3102286,-72.899906,Escuela el abra,OSM,f,f,t
683489,COL.18.6_1_gadm36,11.3826671,-72.8652244,Escuela la loma,OSM,f,f,t
683495,COL.18.6_1_gadm36,11.4095847,-72.8832388,Escuela etkishimana,OSM,f,f,t
683624,COL.18.4_1_gadm36,11.3898989,-72.231097,Sede principal santa catalina,OSM,f,f,t
683808,COL.2.68_1_gadm36,6.2537341,-75.5980777,Colombia Immersion,OSM,f,f,t
683812,COL.2.112_1_gadm36,8.1649386,-76.7287597,Esc. Cope,OSM,f,f,t
683819,COL.6.68_1_gadm36,5.6294836,-72.3027498,Institucion Educativa El Rosario-Sede Primaria,OSM,f,f,t
683827,COL.18.7_1_gadm36,10.7689127,-73.1440996,Ins. Educativo Hugues Lacouture  (La Junta),OSM,f,f,t
683838,COL.18.7_1_gadm36,10.8515438,-73.1515568,Escuela Rural Mixta La Sierrita,OSM,f,f,t
683845,COL.18.7_1_gadm36,10.7479768,-73.0298829,Escuela Rural Mixta De Guamachal,OSM,f,f,t
683632,COL.18.8_1_gadm36,11.7389492,-72.2952396,Escuela ipain,OSM,f,f,t
683638,COL.18.8_1_gadm36,11.6916408,-72.3388191,Escuela los olivos,OSM,f,f,t
683653,COL.18.6_1_gadm36,11.4804828,-72.916277,Sede Etnoeducativa#14 Santa Clara#2,OSM,f,f,t
683660,COL.18.6_1_gadm36,11.5263537,-72.9569996,Sede Etnoeducativa Puerto Caracol,OSM,f,f,t
683869,COL.18.4_1_gadm36,11.3233166,-72.37459,Centro educativo indijena numero 5 sede wairramana,OSM,f,f,t
683876,COL.18.4_1_gadm36,11.2169727,-72.3576326,Escuela rural agropequria mixtanumero 12 carraipia,OSM,f,f,t
683885,COL.11.24_1_gadm36,10.4679839,-73.4694707,Escuela Nueva Sabanitas,OSM,f,f,t
683892,COL.10.37_1_gadm36,3.0350233,-76.2420276,Institución el Triunfo,OSM,f,f,t
683914,COL.30.26_1_gadm36,3.4698805,-76.4961123,Colegio El Principito Los Andes,OSM,f,f,t
683920,COL.32.1_1_gadm36,4.4893921,-69.8076274,Escuela Guayaneibo,OSM,f,f,t
683928,COL.18.5_1_gadm36,11.4836918,-72.735253,Centro etnoeducativo numero 13 sede jararao,OSM,f,f,t
680294,COL.7.21_1_gadm36,5.4710264,-75.0970674,El Ruby,OSM,f,f,t
683936,COL.18.6_1_gadm36,11.2672988,-73.0102945,Sede rural mixta de primaria matitas,OSM,f,f,t
683953,COL.2.50_1_gadm36,6.3627211,-75.4941044,Colegio San Rafael,OSM,f,f,t
683964,COL.6.36_1_gadm36,5.6797086,-73.5973258,,OSM,f,f,t
683972,COL.20.12_1_gadm36,2.2440089,-74.4500817,Kiosco Vive Digital - institucion educativa San Juan de Lozada,OSM,f,f,t
683980,COL.14.108_1_gadm36,5.3091308,-73.8208313,Colegio La Presentación,OSM,f,f,t
680443,COL.8.4_1_gadm36,1.0794412,-75.9373608,Esc. Nutria Ii,OSM,f,f,t
680451,COL.8.1_1_gadm36,1.2303522,-75.9297404,Esc. Campo Alegre,OSM,f,f,t
681757,COL.14.79_1_gadm36,4.6269178,-74.1170475,IED Colegio Silveria Espinosa de Rendón Sede C,OSM,f,f,t
681802,COL.14.79_1_gadm36,4.6236407,-74.2060723,Colegio Distrital San Bernardino,OSM,f,f,t
681671,COL.14.79_1_gadm36,4.7527617,-74.0882847,IED El Salitre Suba,OSM,f,f,t
681596,COL.5.7_1_gadm36,10.4253988,-75.5521956,Centro Colombo Americano,OSM,f,f,t
681638,COL.14.79_1_gadm36,4.5558603,-74.1229734,IED Rufino José Cuervo - Sede B,OSM,f,f,t
681400,COL.10.30_1_gadm36,1.0449316,-76.5490722,Esc. Palmeras De Puerto Limon,OSM,f,f,t
681335,COL.23.2_1_gadm36,0.6336288,-76.9898092,Esc. Las Acacias,OSM,f,f,t
681082,COL.21.18_1_gadm36,1.3519124,-77.0095037,Esc. Paramo Alto,OSM,f,f,t
680884,COL.17.27_1_gadm36,1.9944383,-76.0903147,Esc. El Porvenir,OSM,f,f,t
680301,COL.7.21_1_gadm36,5.5146062,-74.9830233,La Primavera,OSM,f,f,t
682995,COL.22.32_1_gadm36,7.8799815,-72.4991572,SANTA TERESA,OSM,f,f,t
682999,COL.14.79_1_gadm36,4.5652128,-74.0934293,I.E.D Francisco Javier Matiz Sede A,OSM,f,f,t
683002,COL.18.6_1_gadm36,11.3709631,-72.907005,los remedios 2,OSM,f,f,t
683006,COL.14.79_1_gadm36,4.7729903,-74.0601627,colegio Vermont,OSM,f,f,t
680107,COL.2.74_1_gadm36,8.7022388,-76.5941059,Esc. El Descanso,OSM,f,f,t
680094,COL.2.74_1_gadm36,8.6821183,-76.5789156,Esc. Las Placitas,OSM,f,f,t
683004,COL.30.26_1_gadm36,3.5893709,-76.4950581,CDI Caracolí,OSM,f,f,t
683005,COL.14.79_1_gadm36,4.7737838,-74.0595587,colegio Vermont,OSM,f,f,t
682740,COL.14.79_1_gadm36,4.6671988,-74.1247861,Gimnasio San Bartolome,OSM,f,f,t
681936,COL.14.79_1_gadm36,4.6091837,-74.2002258,Colegio Distrital Gran Colombiano - Sede B,OSM,f,f,t
679836,COL.2.74_1_gadm36,8.3868552,-76.7320736,Esc. El Carlos,OSM,f,f,t
683522,COL.18.6_1_gadm36,11.5050376,-72.9901137,Sede Etnoeducativa el horno 1,OSM,f,f,t
683469,COL.18.6_1_gadm36,11.1295528,-72.9266501,Escuela agricola tomarrazon,OSM,f,f,t
680181,COL.5.29_1_gadm36,7.9858777,-74.1054567,Esc. Santa Helena,OSM,f,f,t
681339,COL.23.2_1_gadm36,0.6917192,-76.9232057,Esc. Monserrate,OSM,f,f,t
683482,COL.18.6_1_gadm36,11.188908,-72.9132581,Escuela galan,OSM,f,f,t
682677,COL.14.79_1_gadm36,4.594893,-74.1391981,Colegio ITEC,OSM,f,f,t
682351,COL.30.32_1_gadm36,3.4356688,-76.5035121,Marice Sinisterra,OSM,f,f,t
683633,COL.18.8_1_gadm36,11.746461,-72.2951099,Escuela kashaulechon,OSM,f,f,t
679890,COL.2.112_1_gadm36,8.3279833,-76.6112998,Esc. La Coroza,OSM,f,f,t
679901,COL.2.112_1_gadm36,8.2932918,-76.5013062,Esc. Siete De Agosto,OSM,f,f,t
679904,COL.2.74_1_gadm36,8.3928543,-76.6207596,Esc. Cenizosa,OSM,f,f,t
682982,COL.18.5_1_gadm36,11.7780879,-72.4452574,,OSM,f,f,t
682825,COL.10.31_1_gadm36,3.0131654,-76.4817437,Liceo Pedagogico,OSM,f,f,t
682549,COL.22.32_1_gadm36,7.9047214,-72.4967825,Unisistemas,OSM,f,f,t
682562,COL.22.32_1_gadm36,7.8924411,-72.4974782,,OSM,f,f,t
682971,COL.30.10_1_gadm36,3.3972751,-76.3876745,"Colegio ""La gran Colombia""",OSM,f,f,t
683371,COL.18.5_1_gadm36,11.5404947,-72.9136652,SAN  FERNANDO FERRINI,OSM,f,f,t
682852,COL.10.16_1_gadm36,2.0642139,-76.8220098,Colegio Yachay Churikuna,OSM,f,f,t
680163,COL.5.29_1_gadm36,7.9165684,-74.2950036,Esc. La Estrella,OSM,f,f,t
682516,COL.22.32_1_gadm36,7.8954486,-72.4620944,Sede Club de Leones,OSM,f,f,t
682499,COL.18.6_1_gadm36,11.217139,-73.5794818,Seyviaka,OSM,f,f,t
681946,COL.14.79_1_gadm36,4.620887,-74.144532,IED Los Heroes,OSM,f,f,t
682716,COL.10.30_1_gadm36,1.0432015,-76.386232,La Palmera,OSM,f,f,t
682836,COL.10.16_1_gadm36,2.0972163,-76.7993131,,OSM,f,f,t
682186,COL.14.79_1_gadm36,4.6305774,-74.2026711,,OSM,f,f,t
679879,COL.2.112_1_gadm36,8.3052525,-76.5675984,Esc. Brazo Izquierdo,OSM,f,f,t
679961,COL.2.94_1_gadm36,6.0924528,-75.0624325,Esc. El Porvenir,OSM,f,f,t
681080,COL.21.18_1_gadm36,1.3367178,-77.0145039,Esc. Guarango,OSM,f,f,t
680242,COL.7.21_1_gadm36,5.4060557,-75.0830373,Agua Bonita,OSM,f,f,t
680258,COL.7.21_1_gadm36,5.3680451,-75.0496964,Sebastopol,OSM,f,f,t
680265,COL.7.21_1_gadm36,5.3720249,-75.0074049,Alto Bonito,OSM,f,f,t
680274,COL.7.21_1_gadm36,5.4322855,-75.0092947,La Cristalina,OSM,f,f,t
680072,COL.2.12_1_gadm36,8.5204649,-76.466813,Esc. Volcancito,OSM,f,f,t
681907,COL.14.79_1_gadm36,4.607924,-74.10091,Colegio Institucion de Integracion Cultural IDIC,OSM,f,f,t
681813,COL.14.79_1_gadm36,4.5555697,-74.1238841,Colegio Distrital Cecilia de la Fuente Lleras - Sede B,OSM,f,f,t
681967,COL.14.79_1_gadm36,4.6101705,-74.1690545,Colegio Distrital Las Americas - Sede B,OSM,f,f,t
682297,COL.30.26_1_gadm36,3.5831211,-76.4909041,Sigmund Freud,OSM,f,f,t
682927,COL.14.79_1_gadm36,4.5875998,-74.1927478,Colegio Mundo Activo,OSM,f,f,t
682936,COL.22.32_1_gadm36,7.9260849,-72.5188252,Colegio Juan Pablo 1sede,OSM,f,f,t
682955,COL.2.89_1_gadm36,6.1681063,-74.9536995,Sardina Grande,OSM,f,f,t
682957,COL.2.89_1_gadm36,6.1862874,-74.9526696,Esc. La María,OSM,f,f,t
682958,COL.2.89_1_gadm36,6.1393069,-74.972806,Esc. Santa Rita,OSM,f,f,t
682961,COL.14.79_1_gadm36,4.571835,-74.0812196,Salón Comunal San Cristóbal,OSM,f,f,t
684007,COL.14.22_1_gadm36,4.7291751,-74.1580604,Colegio Distrital Jimmy Carter,OSM,f,f,t
684012,COL.10.29_1_gadm36,1.74613,-76.823655,Escuela eductivo el rodeo cede constancilla,OSM,f,f,t
683505,COL.18.4_1_gadm36,11.4345655,-72.2430961,Institucion educativa numero 8 sede principal perpetuo socorro,OSM,f,f,t
683598,COL.18.8_1_gadm36,11.9419487,-72.184245,Escuela warii,OSM,f,f,t
683679,COL.18.8_1_gadm36,11.8044075,-72.3062323,Escuela jampusumana,OSM,f,f,t
683098,COL.6.36_1_gadm36,5.7523266,-73.5477347,Escuela Primaria Juan Jose Neira,OSM,f,f,t
683596,COL.18.8_1_gadm36,12.0861384,-72.0875006,Escuela tequendama,OSM,f,f,t
683955,COL.10.37_1_gadm36,3.02288,-76.222065,Centro Educativo la Tolda,OSM,f,f,t
683996,COL.2.68_1_gadm36,6.2131195,-75.5849321,Red Escuela Música de Medellín-Campoamor,OSM,f,f,t
682639,COL.10.16_1_gadm36,2.0980708,-76.7995942,Albania,OSM,f,f,t
682690,COL.14.79_1_gadm36,4.5949938,-74.1332094,,OSM,f,f,t
683346,COL.18.1_1_gadm36,10.9969085,-72.8180514,,OSM,f,f,t
679828,COL.2.112_1_gadm36,8.2971732,-76.6617918,Esc. Nueva Luz,OSM,f,f,t
680172,COL.5.29_1_gadm36,7.8502362,-74.1192183,Esc. Altamira,OSM,f,f,t
680543,COL.10.16_1_gadm36,2.1143207,-76.7738284,Esc. Guayabillas,OSM,f,f,t
682669,COL.5.30_1_gadm36,7.8250621,-73.980048,Esc. Boque Bajo,OSM,f,f,t
